,Unnamed: 0,expt_n,environment,environment_info,data_file,model_file,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file_tested
9,9,9,SS,PHM C06 simple (NT) NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_NoNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,1.0,0.555,0.711580207,0.859258287,0.0,0.068516016,0.056681488,0.033286603,0.421541927,0.425,0.41934161,0.419703733,0.077496717,0.137941211,0.101275846,0.084973693,0.853430018,0.955,0.900308672,0.871353443,0.025119353,0.05986095,0.029705082,0.022379619,0.141666667,0.02,0.034815547,0.062996032,0.192650454,0.025819889,0.044982166,0.081867782,models/RF_Model_PHM_C06_SS_NoNBD.mdl
10,10,10,SS,PHM C06 simple (NT) LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_LowNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.990238095,0.945,0.966099291,0.980181349,0.020587552,0.055025247,0.028174371,0.017448232,0.526480929,0.655,0.580578305,0.546294837,0.065227634,0.14424131,0.088585228,0.071399917,0.494667542,0.96,0.652813067,0.547735453,0.014049129,0.045946829,0.022205801,0.016489249,0.615744306,0.675,0.641065697,0.624882373,0.037775658,0.106066017,0.065225209,0.045422685,models/RF_Model_PHM_C06_SS_LowNBD.mdl
11,11,11,SS,PHM C06 simple (NT) HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_HighNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.736740334,0.93,0.820526519,0.76779127,0.068695212,0.048304589,0.047977596,0.05996024,0.477573647,0.38,0.418649511,0.450372024,0.065967823,0.088819417,0.073533548,0.065136969,0.990909091,0.47,0.636601515,0.809809982,0.028747979,0.034960295,0.031533377,0.023169461,0.348333333,0.055,0.091666001,0.155862193,0.310957303,0.043779752,0.070771023,0.115529844,models/RF_Model_PHM_C06_SS_HighNBD.mdl
12,12,12,MS,PHM C01 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_MS_NoNBD.mdl,PHM_C01_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.828543771,0.94,0.879099274,0.847728841,0.07249857,0.06992059,0.059835779,0.066177851,0.466349296,0.335,0.387234943,0.429842013,0.133120035,0.122587837,0.126069006,0.128301401,0.498650472,0.985,0.662049484,0.55326521,0.00965329,0.033747428,0.015493715,0.011356211,0.509097994,0.345,0.40443482,0.458734524,0.129954717,0.103949774,0.101038894,0.111018689,models/RF_Model_PHM_C01_MS_NoNBD.mdl
13,13,13,MS,PHM C04 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_MS_NoNBD.mdl,PHM_C04_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.739743605,0.67,0.700317153,0.72264092,0.072227339,0.088819417,0.070987979,0.067927498,0.527247475,0.165,0.242795848,0.348002518,0.104277446,0.088349055,0.106766254,0.11212155,0.498650472,0.975,0.659789597,0.552633897,0.012893307,0.035355339,0.018789808,0.014699993,0.505995051,0.735,0.59820075,0.53907987,0.045530552,0.105540935,0.063541061,0.051042786,models/RF_Model_PHM_C04_MS_NoNBD.mdl
14,14,1,MS,PHM C06 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_MS_NoNBD.mdl,PHM_C06_MS,Separate test set.,40,10,results/C06MS,,100,70,1.0,0.54,0.700241009,0.853181898,0.0,0.045946829,0.039412398,0.023904444,0.503217181,0.745,0.598976505,0.537320379,0.024289991,0.092646281,0.042996524,0.028638358,0.233333333,0.025,0.044306418,0.083333333,0.386500603,0.042491829,0.074484302,0.137141789,0.549358419,0.265,0.350701442,0.442654814,0.131574958,0.094428103,0.101745484,0.104771722,models/RF_Model_PHM_C06_MS_NoNBD.mdl
0,0,0,SS,Simulated Dasic 2006 - simple (NT) state - NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_NoNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1.0,0.59,0.740197516,0.875908368,0.0,0.065828059,0.05212805,0.029398609,0.525861054,0.61,0.562134134,0.539236741,0.077533309,0.039440532,0.050884402,0.066613768,0.019115972,0.02,0.019530063,0.019275285,0.032741268,0.034960295,0.033772845,0.033136228,0.346547619,0.09,0.141282954,0.216907051,0.224597881,0.051639778,0.082443452,0.130944759,models/RF_Model_Dasic_NoNBD.mdl
1,1,1,SS,Simulated Dasic 2006 - simple (NT) state - LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_LowNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.960634921,0.93,0.944046937,0.953674052,0.038003638,0.042163702,0.023672271,0.028502763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055833333,0.025,0.034499179,0.044734432,0.059149928,0.026352314,0.036382657,0.047251254,0.271309524,0.08,0.122494098,0.181245144,0.193332136,0.05868939,0.087995824,0.128078408,models/RF_Model_Dasic_LowNBD.mdl
2,2,2,SS,Simulated Dasic 2006 - simple (NT) state - HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_HighNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.881413514,0.985,0.92975595,0.900016052,0.046744182,0.024152295,0.030412108,0.040143643,0.509045611,0.605,0.54905244,0.523510914,0.051004708,0.116547558,0.067328448,0.052779259,0.35,0.03,0.054978355,0.110119048,0.411636301,0.034960295,0.063853425,0.127084843,0.258333333,0.055,0.090083612,0.146780303,0.214770909,0.049721446,0.080146868,0.127310815,models/RF_Model_Dasic_HighNBD.mdl
3,3,3,SS,PHM C01 simple (NT) NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_NoNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.963203463,0.985,0.973008976,0.96686989,0.041884344,0.033747428,0.021434346,0.03166586,0.473728614,0.69,0.560997794,0.50504483,0.058733117,0.104880885,0.074336822,0.06385797,0.50391363,0.98,0.665456745,0.558094441,0.012461864,0.034960295,0.016703439,0.013594415,0.467975306,0.38,0.414584657,0.44347261,0.120828379,0.145678489,0.128215748,0.121304065,models/RF_Model_PHM_C01_SS_NoNBD.mdl
4,4,4,SS,PHM C01 simple (NT) LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_LowNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.891551887,0.885,0.887146491,0.889519728,0.061573415,0.062583278,0.052853292,0.05606938,0.528977496,0.94,0.676500961,0.579474099,0.027692909,0.045946829,0.028950601,0.027938568,0.505264982,0.98,0.666647185,0.559425232,0.009203267,0.025819889,0.010814077,0.00946978,0.424195755,0.3,0.348773309,0.389330514,0.09311655,0.097182532,0.09296681,0.090899228,models/RF_Model_PHM_C01_SS_LowNBD.mdl
5,5,5,SS,PHM C01 simple (NT) HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_HighNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.737304436,0.95,0.829837669,0.77165656,0.029026285,0.033333333,0.024934811,0.026909423,0.5,1.0,0.666666667,0.555555556,0.0,0.0,0.0,0.0,0.652588326,0.985,0.784892157,0.699747475,0.01574757,0.024152295,0.014799445,0.015060625,0.505361754,0.475,0.486236381,0.496461831,0.077370804,0.120761473,0.095151937,0.082216237,models/RF_Model_PHM_C01_SS_HighNBD.mdl
6,6,6,SS,PHM C04 simple (NT) NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_NoNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.919813665,0.955,0.936681792,0.926401099,0.05800106,0.043779752,0.047540254,0.053378845,0.487443258,0.52,0.498184329,0.490339612,0.074334092,0.122927259,0.086981402,0.075025863,0.646048387,0.985,0.780217195,0.693758044,0.01565515,0.024152295,0.016902759,0.015931942,0.493172548,0.425,0.452380488,0.474585794,0.101637384,0.116069902,0.105028435,0.100525957,models/RF_Model_PHM_C04_SS_NoNBD.mdl
7,7,7,SS,PHM C04 simple (NT) LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_LowNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.757698006,0.98,0.85434007,0.793557367,0.033905025,0.025819889,0.027505473,0.031435812,0.530367063,0.56,0.542083919,0.534413853,0.081641741,0.104880885,0.080536022,0.078437362,0.494802495,0.965,0.653997281,0.548159073,0.006712932,0.04116363,0.013844514,0.008431364,0.555092872,0.545,0.546235029,0.550630186,0.088573339,0.12349089,0.093645284,0.087141034,models/RF_Model_PHM_C04_SS_LowNBD.mdl
8,8,8,SS,PHM C04 simple (NT) HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_HighNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.758891711,0.78,0.767206918,0.761711341,0.042411448,0.078881064,0.047834973,0.040266301,0.446107991,0.385,0.40837226,0.428560281,0.063819951,0.124833222,0.095444037,0.075528528,0.3,0.02,0.037229437,0.077380952,0.483045892,0.034960295,0.064410257,0.131012492,0.540714286,0.125,0.187063492,0.278739316,0.322652871,0.116069902,0.151485076,0.180384752,models/RF_Model_PHM_C04_SS_HighNBD.mdl
9,9,9,SS,PHM C06 simple (NT) NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_NoNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.9875,0.53,0.686060765,0.837743663,0.039528471,0.097752522,0.089621936,0.068145411,0.490092169,0.495,0.490917422,0.490056668,0.088398232,0.092646281,0.084265831,0.085398207,0.333333333,0.02,0.037267081,0.078125,0.471404521,0.025819889,0.048170955,0.101973439,0.294285714,0.055,0.09125194,0.152926587,0.242652679,0.043779752,0.072470091,0.121611332,models/RF_Model_PHM_C06_SS_NoNBD.mdl
10,10,10,SS,PHM C06 simple (NT) LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_LowNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.9306934,0.795,0.855353033,0.898330993,0.049517858,0.086442017,0.062213969,0.049943753,0.518502587,0.875,0.65078573,0.564350435,0.03404157,0.054006172,0.038826015,0.03560069,0.2,0.02,0.035281385,0.066468254,0.349602949,0.034960295,0.060244662,0.109681731,0.378903319,0.17,0.232231988,0.3006256,0.138310809,0.09486833,0.11494791,0.129411808,models/RF_Model_PHM_C06_SS_LowNBD.mdl
11,11,11,SS,PHM C06 simple (NT) HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_HighNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.679410646,0.89,0.769840685,0.712779768,0.063454163,0.056764621,0.057151363,0.060888271,0.5,1.0,0.666666667,0.555555556,0.0,0.0,0.0,0.0,0.6,0.035,0.065800866,0.139880952,0.459468292,0.024152295,0.045439655,0.097252587,0.395151515,0.18,0.244599599,0.314823626,0.114240246,0.071492035,0.088000765,0.101409188,models/RF_Model_PHM_C06_SS_HighNBD.mdl
12,12,12,MS,PHM C01 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_MS_NoNBD.mdl,PHM_C01_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.831082598,0.875,0.85183974,0.839120879,0.060427571,0.054006172,0.051445831,0.05585742,0.604761905,0.13,0.209561614,0.337143759,0.227045169,0.085634884,0.126125352,0.174207662,0.283333333,0.03,0.053397327,0.101190476,0.385300909,0.042163702,0.074022148,0.136710525,0.462617432,0.275,0.337275574,0.398237547,0.128342631,0.131761569,0.135884306,0.132800935,models/RF_Model_PHM_C01_MS_NoNBD.mdl
13,13,13,MS,PHM C04 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_MS_NoNBD.mdl,PHM_C04_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.731253133,0.695,0.710265462,0.722030578,0.111735221,0.114139291,0.102097737,0.104322472,0.518181818,0.25,0.333567441,0.421370449,0.149148178,0.084983659,0.105009367,0.124032117,0.497366597,0.965,0.65633927,0.550715838,0.010193106,0.033747428,0.015692581,0.01176837,0.507451699,0.46,0.479715768,0.495309015,0.073398923,0.077459667,0.063897732,0.066959303,models/RF_Model_PHM_C04_MS_NoNBD.mdl
14,14,1,MS,PHM C06 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_MS_NoNBD.mdl,PHM_C06_MS,Separate test set.,40,10,results/C06MS,,100,70,1.0,0.61,0.757086999,0.885927288,0.0,0.039440532,0.030711517,0.016986622,0.540778658,0.42,0.469259969,0.508539364,0.115818197,0.08232726,0.083544407,0.097386831,0.666666667,0.055,0.099755317,0.197172619,0.471404521,0.049721446,0.087003496,0.159782674,0.425041625,0.25,0.313857743,0.371804588,0.136461001,0.105409255,0.119379533,0.129142758,models/RF_Model_PHM_C06_MS_NoNBD.mdl
0,0,0,SS,Simulated Dasic 2006 - simple (NT) state - NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_NoNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1.0,0.65,0.786743143,0.901662474,0.0,0.052704628,0.039519377,0.02119117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502631579,0.99,0.666686148,0.557500881,0.010284831,0.021081851,0.01201375,0.010795086,0.216666667,0.04,0.066482213,0.111607143,0.200770122,0.039440532,0.063934419,0.103697925,models/RF_Model_Dasic_NoNBD.mdl
1,1,1,SS,Simulated Dasic 2006 - simple (NT) state - LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_LowNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.908684706,0.965,0.934875347,0.918736913,0.048155449,0.04116363,0.02999317,0.039194369,0.500837723,0.44,0.465994978,0.485543858,0.122456856,0.144913767,0.132917792,0.126196517,0.35,0.025,0.046320346,0.095238095,0.474341649,0.035355339,0.064984749,0.131462451,0.25,0.04,0.068511199,0.120287698,0.19245009,0.031622777,0.053414101,0.092002041,models/RF_Model_Dasic_LowNBD.mdl
2,2,2,SS,Simulated Dasic 2006 - simple (NT) state - HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_HighNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.903090533,0.97,0.934931529,0.915473138,0.031122611,0.034960295,0.025788536,0.027713956,0.513577622,0.535,0.521229974,0.515921471,0.110308482,0.088349055,0.090342658,0.100521465,0.416666667,0.03,0.055053642,0.111607143,0.466468212,0.034960295,0.062726974,0.122561003,0.395923521,0.125,0.1870125,0.2702792,0.152596132,0.042491829,0.064272322,0.097023396,models/RF_Model_Dasic_HighNBD.mdl
3,3,3,SS,PHM C01 simple (NT) NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_NoNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.836586873,0.99,0.905661754,0.862686527,0.070527496,0.021081851,0.045863151,0.061455739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098571429,0.03,0.045891738,0.067424242,0.109444416,0.034960295,0.05274555,0.076235864,0.544645542,0.69,0.60743434,0.567896814,0.0760395,0.110050493,0.085042294,0.078327978,models/RF_Model_PHM_C01_SS_NoNBD.mdl
4,4,4,SS,PHM C01 simple (NT) LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_LowNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.900331159,0.85,0.873244933,0.888968115,0.043446276,0.066666667,0.047089433,0.041389413,0.583187391,0.76,0.658505247,0.610911802,0.077469456,0.065828059,0.069037743,0.074274123,0.01,0.005,0.006666667,0.008333333,0.031622777,0.015811388,0.021081851,0.026352314,0.551048265,0.465,0.500424608,0.528571036,0.122289407,0.137537874,0.118802291,0.1174625,models/RF_Model_PHM_C01_SS_LowNBD.mdl
5,5,5,SS,PHM C01 simple (NT) HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_HighNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.750467856,0.94,0.833974932,0.781667668,0.034831482,0.031622777,0.023974445,0.030159741,0.486856295,0.42,0.450364008,0.471392104,0.079407171,0.08232726,0.079906372,0.079191977,0.233333333,0.015,0.027743271,0.057291667,0.417221852,0.024152295,0.044727738,0.093331111,0.368849206,0.155,0.212477626,0.27931817,0.205539148,0.109163486,0.137811849,0.166770467,models/RF_Model_PHM_C01_SS_HighNBD.mdl
6,6,6,SS,PHM C04 simple (NT) NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_NoNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8623073,0.96,0.906573152,0.879057285,0.065533958,0.039440532,0.033997192,0.052044452,0.543217458,0.69,0.602162942,0.564130622,0.042503099,0.154200447,0.083470754,0.054066435,0.316871921,0.45,0.37178282,0.336753167,0.020233695,0.033333333,0.024487071,0.021612596,0.62,0.08,0.13707397,0.244890873,0.335253727,0.053748385,0.085085012,0.132606243,models/RF_Model_PHM_C04_SS_NoNBD.mdl
7,7,7,SS,PHM C04 simple (NT) LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_LowNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.704670681,0.985,0.821238964,0.747037736,0.032367,0.024152295,0.026412208,0.030329732,0.438444118,0.46,0.446110296,0.440783147,0.055720351,0.084327404,0.056942357,0.05216745,0.501418828,0.97,0.660915366,0.554974529,0.011468489,0.034960295,0.014598805,0.01209806,0.483534799,0.3,0.366829081,0.427081987,0.113544003,0.078173596,0.08463813,0.094647651,models/RF_Model_PHM_C04_SS_LowNBD.mdl
8,8,8,SS,PHM C04 simple (NT) HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_HighNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.707867643,0.745,0.72516576,0.714508038,0.045114498,0.086442017,0.063080977,0.051512487,0.436496942,0.465,0.447389899,0.440066958,0.089628571,0.143468928,0.113543838,0.098452286,0.366666667,0.025,0.045962733,0.09375,0.483045892,0.035355339,0.063535557,0.124710312,0.461235431,0.215,0.289078214,0.369056638,0.201290147,0.12030055,0.148461492,0.173476795,models/RF_Model_PHM_C04_SS_HighNBD.mdl
9,9,9,SS,PHM C06 simple (NT) NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_NoNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,1.0,0.69,0.81366987,0.915013049,0.0,0.09067647,0.060111691,0.029401931,0.519627241,0.545,0.528649463,0.522396013,0.071519753,0.130064087,0.094534278,0.078663423,0.505332458,0.98,0.666725112,0.559498641,0.014049129,0.025819889,0.016118042,0.014705933,0.535900381,0.755,0.625960135,0.568492032,0.031103324,0.095597536,0.052343169,0.03780632,models/RF_Model_PHM_C06_SS_NoNBD.mdl
10,10,10,SS,PHM C06 simple (NT) LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_LowNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.977777778,0.835,0.89820753,0.943456302,0.038844772,0.088349055,0.057653432,0.038989713,0.442643745,0.415,0.425874915,0.435070798,0.077119022,0.105540935,0.086557036,0.078980266,0.498652296,0.975,0.659731151,0.552612923,0.014446163,0.042491829,0.021087416,0.01638841,0.377698413,0.145,0.205050491,0.277037546,0.161033639,0.068516016,0.087675854,0.107058818,models/RF_Model_PHM_C06_SS_LowNBD.mdl
11,11,11,SS,PHM C06 simple (NT) HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_HighNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.713507782,0.905,0.796772859,0.744429394,0.056253734,0.028382311,0.03800281,0.049491181,0.47200188,0.37,0.413249659,0.446113722,0.087556332,0.085634884,0.083173729,0.084390489,0.50541118,0.975,0.665577774,0.559227208,0.012837614,0.026352314,0.013607326,0.012964902,0.479166667,0.125,0.188369719,0.278124653,0.288473914,0.092044675,0.12676191,0.163148814,models/RF_Model_PHM_C06_SS_HighNBD.mdl
12,12,12,MS,PHM C01 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_MS_NoNBD.mdl,PHM_C01_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.835297007,0.905,0.867897838,0.847862739,0.034233532,0.049721446,0.031399919,0.030919168,0.533435862,0.365,0.422397495,0.477791272,0.078285344,0.143468928,0.115831972,0.090670763,0.233333333,0.015,0.027743271,0.057291667,0.417221852,0.024152295,0.044727738,0.093331111,0.487709545,0.35,0.402683723,0.447254829,0.130201195,0.133333333,0.134862336,0.132808486,models/RF_Model_PHM_C01_MS_NoNBD.mdl
13,13,13,MS,PHM C04 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_MS_NoNBD.mdl,PHM_C04_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.767291154,0.645,0.695779172,0.735259993,0.095694886,0.089597867,0.066697844,0.072739703,0.493042635,0.385,0.427896603,0.463350857,0.086833324,0.085146932,0.069474733,0.07347682,0.498577525,0.965,0.657389236,0.551901909,0.018175943,0.047434165,0.026105266,0.020635957,0.48215322,0.39,0.429086507,0.458734472,0.072327738,0.09067647,0.079945509,0.07415121,models/RF_Model_PHM_C04_MS_NoNBD.mdl
14,14,14,MS,PHM C06 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_MS_NoNBD.mdl,PHM_C06_MS,Separate test set.,40,10,results/C06MS,,100,70,1.0,0.585,0.737658847,0.875204248,0.0,0.033747428,0.026698739,0.014974345,0.498717949,0.995,0.66440678,0.553977273,0.004054202,0.015811388,0.00714639,0.004990969,0.95,0.12,0.209212527,0.384943182,0.112491426,0.048304589,0.066611491,0.075467433,0.583769841,0.17,0.255886328,0.376165848,0.225327607,0.067494856,0.092623604,0.12517709,models/RF_Model_PHM_C06_MS_NoNBD.mdl
